 "name" , "count" 
"Frosinone","67"
"Nardo","223"
"Guiyang","37"
"Wenatchee","25"
"Flat Rock","0"
"Bensenville","503"
"Schipkau","21"
"Newbury Park","136"
"Preganziol","1005"
"Soalala","0"
"Mu Si","145"
"Maracaibo","6"
"Pembine","9"
"Merville","157"
"Westkapelle","227"
"Daytona Beach","147"
"Josipdol","17"
"Donnemain-Saint-Mames","0"
"Manching","49"
"Dunmurry","0"
"Vagaru","3"
"Midway Atoll","0"
"Daviot","0"
"Armoy","331"
"Ovre Eiker","9"
"La Pernia","23"
"Wakefield","0"
"Quickborn","225"
"Landebia","127"
"Barra do Pirai","1"
"Saltville","33"
"Oskemen","1"
"Houdemont","53"
"St. Andrew","0"
"Manassas","459"
"Tulelake","19"
"Gold Beach","3"
"Trikeri","133"
"Imlay","10"
"Prospect Park","319"
"Seattle Waterfront","0"
"Patterson","0"
"Ducherow","65"
"Comarruga","0"
"Killiechronan","0"
"Wattens","334"
"Ronse","183"
"Santo da Serra","49"
"Bevers","310"
"Ruislip","1334"
"Royeres","49"
"Bartlesville","14"
"Depoe Bay","49"
"Saint-Maur-des-Fosses","0"
"Studley","375"
"Daintree","86"
"East Dennis","0"
"Matsue","9"
"S Horta","0"
"Kostrze","122"
"Finlayson","5"
"Roigheim","47"
"Lawton","15"
"Bad Erlach","43"
"Switzerland","0"
"Buckingham","0"
"Comodoro Rivadavia","6"
"Wetzikon","325"
"Nathrop","11"
"Mullaghmore","24"
"Belleview","67"
"Castel di Guido","0"
"Intu Afrika Kalahari Private Reserve","5"
"Cyprus","0"
"Zelenec","486"
"Les Quatre-Routes-du-Lot","108"
"Takua Pa","0"
"Sha Tin Wai","0"
"Rincon","0"
"Hyde","375"
"San Felice","0"
"Loudervielle","161"
"Molazzana","449"
"West Byfleet","1347"
"Quarto d'Altino","953"
"Ransol","185"
"Mandelieu-La-Napoule","258"
"Gander","0"
"Ranson","140"
"Cartaxo","44"
"Saint-Jean-le-Centenier","209"
"Giv'atayim","203"
"Anacostia","599"
"Mahnomen","1"
"Shubra al Khaymah","100"
"Holar","8"
"Sisimiut","0"
"Quarona","392"
"Mojkovac","18"
"Timperley","154"
"Market Street","12"
"Taitung","6"
"Sant'Eufemia Lamezia","72"
"Werbach","86"
"Carnarvon Gorge","0"
"Steinbach am Taunus","401"
"Ostia","1737"
"Casnate Con Bernate","851"
"Jonker Street","0"
"Itamonte","3"
"Enterprise","0"
"Havant","223"
"Saint-Pierre-de-Chignac","279"
"San Nicola La Strada","556"
"Cartaya","68"
"Julatten","127"
"Cologne","188"
"Saint-Julien-aux-Bois","209"
"Aguascalientes","18"
"Cianjur","10"
"Los Remedios, Seville, Spain","0"
"Gummersbach","136"
"Rakovica","20"
"Morcone","43"
"Mondeor","195"
"Grand Mere","227"
"Hulett","5"
"Frontignan","189"
"Aberdeen","0"
"Allach-Untermenzing","0"
"Long Creek","2"
"Gronnedal","0"
"Cologny","344"
"Mangrove Cay","3"
"Ubeda","47"
"Portsmouth","0"
"La Roche-sur-Yon","67"
"Embudhufushi","3"
"Anaxos","0"
"Ordino","172"
"Alberoni","905"
"Spigno Monferrato","137"
"Vaihingen an der Enz","209"
"Aripuana","0"
"Gueberschwihr","196"
"Ukiah","33"
"Grand Mesa","7"
"Nebing","35"
"Altenberg","154"
"Tebet","56"
"Cinecitta","0"
"Trespiano","0"
"Komarom","36"
"Vuokatti","4"
"Kralovany","25"
"Bourg-la-Reine","0"
"Piraeus","266"
"Sant Quirze de Besora","50"
"High View","49"
"Datong","14"
"Suthfeld","132"
"Chicopee","95"
"Kennebunk","146"
"Vilcabamba","3"
"Sassi","18"
"Westpoort, Amsterdam, Netherlands","0"
"Dhigufinolhu","66"
"Shinjo","3"
"Coppet","254"
"St Martin's","0"
"Dilworth","49"
"Woerrstadt","374"
"Ilha Grande","12"
"Agnes Water","1"
"Alingsas","66"
"Bryn Mawr","316"
"Greeneville","50"
"Tarko-Sale","0"
"Boquete","18"
"Anchor Bay Harbor","174"
"Cassadaga","0"
"Pahaska","0"
"Comitini","83"
"Loubomo","0"
"Eperlecques","109"
"Almada","333"
"Lulworth","0"
"Cape Haze","59"
"Higashikawa","11"
"Purwokerto","1"
"Decatur Island","55"
"Gandia","116"
"Colares","0"
"Kawthaung","2"
"Aspley Guise","140"
"Kloten","243"
"Sint-Laureins","0"
"Riospaso","0"
"Argenteuil","2053"
"Lisciano Niccone","505"
"Narke","15"
"Baia Mare","4"
"Binh Thanh","0"
"Moret-sur-Loing","0"
"Bad Sulza","61"
"Herrieden","94"
"Primo Tapia","48"
"Chasselas","84"
"Benesse-Maremne","198"
"Kazuno","8"
"Rosslea","23"
"Surf Coast","5"
"Latronquiere","85"
"Harrismith","5"
"Quartzsite","13"
"Chasselay","273"
"Colonial Heights","136"
"Agost","101"
"Jeypore","0"
"Twining","0"
"Kashgar","5"
"Slupsk","8"
"Mt. Bethel","105"
"Billstedt","0"
"China Town","0"
"La Follette","37"
"Cixi","62"
"Ardevon","0"
"Wingate","0"
"Abiquiu","12"
"Menerbes","282"
"Bennington","0"
"Vacquiers","170"
"Shennongjia","0"
"Isle of Arran","59"
"Playa de Santiago","29"
"California","0"
"Sala Comacina","501"
"Castione della Presolana","237"
"Rayne","81"
"Timsbury","0"
"Chatres-sur-Cher","0"
"Bidar","90"
"Loch Linnhe","496"
"Alvignac","116"
"Banda Aceh","1"
"Douzillac","53"
"Cabrits","15"
"Guerande","135"
"Okoboji","25"
"Saucelle","6"
"Avrille","67"
"Sunderland","157"
"Les Eaux-Vives","0"
"Zimbabwe","6"
"Dar Bouazza","50"
"Sherbrooke","0"
"Laugardalur","0"
"Havixbeck","69"
"Laredo","30"
"Saint-Rome-de-Tarn","0"
"Tinnum","0"
"Brechin","0"
"Owasso","115"
"Vitoria","0"
"Canonbie","81"
"Qamea Island","3"
"George Town","34"
"Cetinje","112"
"Spadola","93"
"Mirpur Khas","0"
"Dogliani","110"
"Bentwisch","69"
"Chantilly","0"
"Mariahilfer Strasse","0"
"Mahendranagar","0"
"Ajloun","52"
"Mukdahan","0"
"Maroneia","11"
"Taurinya","91"
"Unterstrass","0"
"Tongxiang","84"
"Fort Worth","106"
"Ilfeld","87"
"Tresco","0"
"Jounieh","117"
"Possidi Kassandra","200"
"Arrowtown","129"
"Koyukuk","0"
"Anton Lizardo","48"
"Vrakun","116"
"Wyndham","1"
"Narni","182"
"Castro Valley","667"
"Jumla","0"
"Morcote","547"
"Pahalgam","6"
"Saclay","2035"
"Han River","75"
"Miedzyzdroje","67"
"Fisterra","13"
"Mtskheta","35"
"Oostkapelle","88"
"Kexby","0"
"Neskaupstadur","9"
"Bethany","0"
"Taglio di Po","85"
"Coburg North","328"
"Palavas-les-Flots","231"
"Vilamendhoo Island","11"
"Montecito","0"
"Diemen","642"
"Cap Malheureux","122"
"Greensburg","0"
"Bredene","231"
"Plaza St-Hubert","0"
"Sant Esteve Sesrovires","802"
"Saint George","0"
"Rockford","0"
"Upper Slaughter","0"
"Hanamaulu","0"
"Moreno Valley","185"
"Quineville","36"
"Wallington","1262"
"Ellzee","61"
"Surry Hills","297"
"Domfessel","52"
"Masinagudi","76"
"Alta Floresta","0"
"Lujan de Cuyo","75"
"Itaguai","13"
"Carimate","843"
"Aghios Athanasios","16"
"Biddu","195"
"Berthen","189"
"Kristineberg","0"
"Six-Fours-les-Plages","0"
"Placida","81"
"Marinha Grande","81"
"Vinuela","275"
"Argostoli","0"
"West Haven","124"
"Lok Ma Chau","546"
"Giens","0"
"Vieux Port","0"
"St. Catharines","221"
"Zoldo Alto","233"
"Marchaux","30"
"Phahonyothin","0"
"Arouca","0"
"Gaschurn","261"
"Villafranca di Verona","542"
"Truskavets","11"
"Saulxures-sur-Moselotte","0"
"Caletas","32"
"Santa Cruz das Flores","1"
"Nha Be","0"
"Yvoire","296"
"Segura de Leon","12"
"Muenchweiler an der Alsenz","75"
"Barberton","0"
"Beenleigh","326"
"Yoron-Jima","2"
"Ballindrait","39"
"Blackheath","42"
"Ostra","0"
"Astypalaia","8"
"Anyos","173"
"Rancho Santa Margarita","370"
"Lytle","268"
"Bad Friedrichshall","99"
"Franca","185"
"Wildsteig","149"
"Orihuela Beach","124"
"Sempeter pri Gorici","152"
"Bead Button and Ribbon Markets","21"
"France","0"
"Gorce","157"
"Lerma","0"
"Sarnath","28"
"Falkenberg","0"
"Brasparts","73"
"Karachi","4"
"Luderitz","2"
"Maho Beach","91"
"Jarbidge","0"
"Tekopua","3"
"Govardhan","11"
"Vandellos i l'Hospitalet de l'Infant","166"
"Ouesso","0"
"Moss Landing","242"
"Pateley Bridge","0"
"Melun","1879"
"Braunschweig","64"
"Sao Paulo","236"
"La Chatre","24"
"Coromandel","16"
"Cahuzac-sur-Vere","40"
"Ghajnsielem","146"
"Cayman Islands","0"
"Iloilo","8"
"Cranberry","24"
"Langeoog","31"
"Rodbyhavn","16"
"Tsumkwe","1"
"Egg Harbor","26"
"Lerna","80"
"Holle","170"
"Viry-Chatillon","0"
"Talmont-Saint-Hilaire","0"
"Chavelot","60"
"Saxmundham","72"
"Wheaton","0"
"Campo Ligure","181"
"Patrocinio","0"
"Umatac","32"
"Santa Cruz de la Palma","19"
"Lesina","49"
"Lauzun","44"
"Leganes","579"
"Saint-Hilaire-les-Places","0"
"Lombard","525"
"Bivigliano","0"
"Teminabuan","0"
"Tettnang","134"
"Moutier","192"
"Loviste","76"
"Le Poire-sur-Vie","64"
"Kuala Nerang","3"
"Morell","0"
"Carlyle","0"
"Husavik (Northern Iceland)","0"
"Cluses","486"
"Kivalina","0"
"Novate Mezzola","263"
"Ness City","0"
"Serignan-du-Comtat","0"
"Chapmanville","15"
"Palos de la Frontera","52"
"Vigerslev","0"
"Isabel Segunda","0"
"St. Petersburg","0"
"Andalsnes","3"
"Bogside","0"
"Bouliac","146"
"Vigevano","547"
"Cuthbert","9"
"Blyth","13"
"Westgate","0"
"Bad Salzhausen","286"
"Gorey","0"
"Hoyerswerda","35"
"Xian","197"
"San Benedetto Val di Sambro","323"
"Faha","81"
"Celles-sur-Belle","0"
"Novy Smokovec","106"
"Imperial","0"
"Anttola","3"
"Neston","240"
"San Felipe","0"
"Orbost","0"
"East Garfield Park","0"
"Bad Munstereifel","136"
"Jagdalpur","0"
"Marathon","0"
"Limon Bay","0"
"Eden","0"
"Porepunkah","9"
"Reichstett","241"
"Wroclaw","71"
"Olgiata","868"
"Lajosmizse","8"
"Smithville","0"
"Xoxocotla","53"
"Wolf Point","0"
"Varazze","0"
"Whipsnade","0"
"Vihamanafushi","70"
"Blakely","4"
"Vergel","271"
"Chateau-Richer","123"
"Otrokovice","14"
"Sante Marie","77"
"Titirangi","157"
"Kitakami","7"
"Bloomingdale","506"
"Kobylka","143"
"Collioure","178"
"Luban","48"
"Gough Island","72"
"Blakehurst","296"
"Zaanstad","596"
"Dorado","70"
"Port Republic","91"
"Rai","17"
"Rinteln","64"
"Corso Vannucci","0"
"Duras","43"
"Morningside","138"
"Chaufour-les-Bonnieres","0"
"Dobsina","37"
"Bayside","0"
"Centennial","0"
"Hattiesburg","24"
"Manhasset","706"
"Little Switzerland","0"
"Sainte-Anastasie","0"
"Ray","4"
"Amador City","67"
"South Mumbai","423"
"Okaukuejo","4"
"Solana Beach","386"
"Kelila","0"
"Ratoath","252"
"Norfolk Island","0"
"Reiskirchen","52"
"Ploneour-Lanvern","0"
"Cabarete","67"
"Cocoa Beach","73"
"Narva","4"
"Anuradhapura","5"
"Torre Santa Susanna","194"
"Yau Tsim Mong","0"
"Innisfail","0"
"Jordan","0"
"Egerkingen","194"
"Saint-Saturnin","18"
"Mazzetelli","64"
"Weymouth","0"
"Helmsley","0"
"Sunwapta Falls","13"
"Nongsa","0"
"Melzo","713"
"Freudenberg","0"
"Ingebirah","7"
"Saint-Porchaire","279"
"Ratbor","11"
"Marina de Cudeyo","98"
"Montaione","1302"
"Tanga","0"
"Masai Mara","16"
"Jirny","490"
"Oksibil","0"
"Robbins","402"
"Defiance","15"
"Castelli","0"
"Paget","27"
"Bosch en Duin","587"
"Port Heiden","0"
"Svetice","485"
"Ringmer","0"
"Mont-Tremblant","59"
"Maselheim","54"
"Hladke Zivotice","23"
"Castello","0"
"Hawes","104"
"Kilwa","0"
"Hambleton","0"
"Amsterdamse Bos","428"
"Gomersal","0"
"Saldanha","0"
"Derchigny","30"
"Stezzano","694"
"Xiaoxitian","0"
"Wexford","0"
"Mandaluyong","191"
"Cascade Locks","18"
"Pegnitz","117"
"Edmundston","9"
"Padstow","167"
"Goris","2"
"Eygurande","37"
"Canmore","78"
"Frauenkirchen","121"
"Arnad","139"
"Zella-Mehlis","73"
"Satwag","0"
"Saint-Meen-le-Grand","0"
"Savigny-sur-Braye","90"
"Dalian","96"
"Benicia","458"
"Mezangers","38"
"Sehla","111"
"Warangal","0"
"Rende","50"
"Ploemel","117"
"Piney Point","26"
"Objat","70"
"Santa Maria del Cami","550"
"Llandrindod Wells","44"
"Canet de Berenguer","195"
"Kraichtal","233"
"Voves","47"
"Ardsley","745"
"Holmegaard","23"
"Bassano del Grappa","333"
"San Gerardo de Dota","49"
"Tresillian","0"
"Kurten","462"
"Gravenhurst","26"
"Bromley","0"
"Schwedelbach","50"
"Nouilhan","162"
"Lakeshore","18"
"Cordele","24"
"Wamego","12"
"Bellaire","0"
"Cerro Cora","0"
"Shaoxing","168"
"Chard","257"
"Dunseverick","0"
"Cordell","24"
"Kronach","46"
"Lomnice nad Popelkou","58"
"Lubec","3"
"Charm","269"
"Lokoshaza","10"
"Nong Prue","0"
"Amanda Park","2"
"Chars","1816"
"Mercues","64"
"Shibuya","0"
"Hjarnarp","46"
"Blackwood","0"
"La Cavalerie","35"
"Pont-Eveque","0"
"Byram","93"
"Tucuman","16"
"Duren","264"
"Saint-Christophe-en-Oisans","0"
"Earley","0"
"Uttorda","292"
"New City","239"
"Lerum","62"
"Groningen","45"
"Himley","0"
"Cuatrocienegas De Carranza","0"
"Naryn","0"
"Port Hughes","2"
"Rheinsberg","18"
"Campanet","523"
"Trenton","0"
"Tallberg","1"
"Le Rove","261"
"Rosignano Monferrato","81"
"Brunnthal","372"
"Melton","268"
"Collegedale","132"
"Ruardean","218"
"Santa Maria de Huerta","8"
"Entebbe","28"
"Tooleybuc","6"
"Pine Mountain","56"
"Guthrie","66"
"Frome","334"
"Fane","0"
"Kairouan","1"
"Penedes Wine Region","0"
"Yarraville","316"
"Holte","165"
"Fang","3"
"Jerash","65"
"Stillorgan","224"
"6th Arrondissement","0"
"Fichtenberg","128"
"Fano","0"
"Brierley Hill","315"
"Pedrola","84"
"Locmaria","0"
"Zimmersheim","246"
"Psychiko","266"
"Pec pod Snezkou","46"
"Pilot Station","0"
"Pesaro","546"
"Hegebeintum","45"
"Krumbach","0"
"Itaparica","112"
"Hirschaid","83"
"Biezanow - Prokocim","283"
"Sarreinsming","58"
"Burscough","0"
"Albergaria-a-Velha","113"
"Karasuma","0"
"San Pietro di Feletto","168"
"Bad Homburg V.D. Hoehe","403"
"Vierkirchen","327"
"Galdeano","0"
"Westwood","303"
"Minchinhampton","274"
"Helston","127"
"San Giorgio Maggiore","0"
"Xihu","769"
"Ourense","0"
"Malmok","37"
"Tuchan","172"
"Torroella de Fluvia","219"
"Newton Stewart","23"
"Veuil","52"
"Almaty","23"
"Maquoketa","17"
"Eaglehawk","16"
"Nelson Bay","0"
"Clohars-Fouesnant","0"
"Weyburn","2"
"Las Navas Del Marques","64"
"Sitges","790"
"The Burren","87"
"Montbeliard","45"
"Musselburgh","321"
"Fakahina","0"
"Galveston","111"
"Inuyama","86"
"Calafell","249"
"Betlan","0"
"Somerton","0"
"Arnes","0"
"Entrecasteaux","178"
"Maurepas","1931"
"Shillong","6"
"Saint-Michel-Chef-Chef","0"
"Gavinana","0"
"Paysandu","2"
"Bodensdorf","0"
"Noarlunga Centre","93"
"Rho","742"
"Cavan","17"
"Greenbank","76"
"Hasbrouck Heights","785"
"Castelli Calepio","231"
"North Auckland","160"
"Rhu","0"
"Alaro","542"
"San Antonio Del Mar","0"
"Pozza","372"
"Ashkelon","9"
"Askim","0"
"Gemona del Friuli","72"
"Edna","23"
"Sandhead","0"
"Lubin","9"
"Zillisheim","200"
"Metzervisse","152"
"Biyadoo Island","58"
"Capel Coch","0"
"Zhoujiaqiao","0"
"Krhanice","485"
"Piney","34"
"Borghetto di Vara","335"
"Ocean Isle Beach","122"
"Tremonton","16"
"Boussay","125"
"Sachsenhausen","0"
"Rio","207"
"Simbach am Inn","55"
"Pontecagnano Faiano","444"
"Kirkby Moorside","0"
"Washington Heights","516"
"Arvada","316"
"Shediac","30"
"Wellesley Hills","0"
"Saint-Gervais-en-Belin","209"
"Bricquebec","68"
"Loveland","0"
"Cheille","128"
"Arabba","341"
"Trowbridge","347"
"Pauwalu","0"
"Ainsworth","2"
"Caticlan","720"
"Cockernhoe","0"
"Slovenia","100"
"Kappel-Grafenhausen","0"
"Hanmer Springs","14"
"Melvindale","0"
"Nieuw-Vennep","0"
"Alata","55"
"Grossschoenau","43"
"Saint-Martin-d'Heres","0"
"Big Pine Key","34"
"Faro","0"
"Beixinqiao","0"
"Financial District","511"
"Tanabe","9"
"Farr","0"
"Moneglia","276"
"Miami","390"
"Beinan","7"
"Seebad Ahlbeck","0"
"Roullet-Saint-Estephe","34"
"Point Baker","0"
"Kannapolis","237"
"Rentapow","31"
"Little Horwood","0"
"Merced","35"
"Poggibonsi","1137"
"Polegate","247"
"Paratico","224"
"Gastrikland","11"
"La Coruna","62"
"Corona del Mar","227"
"Puerto Momotombo","23"
"Kokoda","0"
"Labastide-en-Val","0"
"Wamena","1"
"Plepi","313"
"Calasparra","9"
"Barreirinhas","1"
"Isle Royale National Park","0"
"Mercer","0"
"Hambuehren","144"
"Hai Yun Tai Beach","0"
"Transtrand","2"
"Castelcovati","211"
"Ham Ninh","0"
"Strezhevoy","0"
"Neusiedl am See","518"
"Hamminkeln","123"
"Wilderswil","327"
"Calabar","2"
"Izzalini","1026"
"Izucar de Matamoros","8"
"Favignana","189"
"Kokkari","0"
"Rotorua","76"
"Grace Bay Beach","43"
"Songgang","0"
"Kalaheo","72"
"Barrington","0"
"Tuam","65"
"Athol","0"
"Thielle-Wavre","0"
"Rindge","24"
"Mariestad","12"
"Wolfhausen","0"
"Thiene","340"
"Chesterton","83"
"Prima Porta","0"
"Donaghadee","65"
"Fate","0"
"Aore Island","9"
"Messancy","121"
"Romaneche-Thorins","0"
"Appietto","54"
"Creteil","2065"
"Millersburg","57"
"Canyamel","0"
"Wurzen","87"
"Mayfield","0"
"Lime Village","0"
"Kolonia","188"
"Casarza Ligure","272"
"Overlea","234"
"Holtensen","205"
"Kyauktaw","0"
"Pedrezuela","527"
"Mezidon-Canon","0"
"Montlaur","156"
"Broadford","0"
"Hohtenn","484"
"Brand-Erbisdorf","0"
"Poznan","93"
"Crescent","1"
"Isola Bella","0"
"Vohl","51"
"Ballyclare","76"
"Princeville","72"
"Mottola","190"
"Larsen Bay","0"
"Nevskiy Prospekt","0"
"Nakhon Phanom","1"
"Blair Athol","0"
"Morzine","353"
"Arette","64"
"Crathorne","0"
"Luosto","2"
"Alderley Edge","302"
"Manzanilla","5"
"Bunbury","13"
"Monflanquin","73"
"Dedza","0"
"Port McNeill","1"
"Swakopmund","18"
"Alderminster","394"
"Agia Marina","0"
"Smithtown","121"
"St. Genesius-Rode","351"
"Monda","389"
"Scottsburg","0"
"Shefford","0"
"Marzio","527"
"Koyuk","0"
"Woodland Hills","471"
"Carano","322"
"Manzanillo","23"
"Nachingwea","0"
"Vergato","248"
"Beaumont-la-Ronce","0"
"Douarnenez","111"
"Linn Creek","22"
"Werri Beach","25"
"Ostrau","0"
"Columbia Falls","34"
"Ballinakill","32"
"Macatawa","0"
"Dan Makham Tia","11"
"Krzeslawice","280"
"Alimos","266"
"MacTier","16"
"Ligia","0"
"Nassau Bay","7"
"Stykkisholmur","2"
"Gonneville-sur-Mer","0"
"Tikehau","1"
"Aubigne-Racan","0"
"Brackley","262"
"Kimam","0"
"Todenham","0"
"Nellore","0"
"Bosnia and Herzegovina","878"
"Monee","156"
"Tigery","2016"
"Tsuen Wan","521"
"Dawson Creek","6"
"Mioveni","4"
"Warwick","0"
"Kilmelfort","0"
"Thornton Watlass","0"
"Rionansa","76"
"Souraide","192"
"Chachalacas","49"
"Tudela","24"
"Gangai Konda Cholapuram","4"
"Sao Felix Da Marinha","0"
"Lubon","94"
"Center","11"
"Armamar","46"
"Paravur","35"
"Pointe Michel","15"
"An Nhon","5"
"Tezze sul Brenta","390"
"Renon","366"
"L'Hospitalet-pres-l'Andorre","0"
"La Riviere","0"
"Maria Farinha","0"
"Parkhurst","0"
"Valinhos","29"
"Kimbe","0"
"Business Bay","0"
"Lushan","0"
"Killdeer","0"
"Klagenfurt am Woerthersee","132"
"La Chaussee-Saint-Victor","102"
"Kalaupapa","59"
"McLean","0"
"Celorico de Basto","99"
"La Feria","75"
"Mahukona","94"
"Nei Pori","0"
"Schwanenstadt","63"
"Yngsjo","15"
"Apia","17"
"Meymac","22"
"Laroque-Timbaut","0"
"San German","29"
"Horazdovice","15"
"Bushkill","66"
"La Tabatiere","0"
"Notre-Dame-de-Monts","0"
"Oetz","329"
"Minamikyushu","15"
"Faxe","17"
"Banyalbufar","346"
"Deltebre","158"
"Myjava","19"
"Langsele","2"
"Arzachena","203"
"Fort Mitchell","184"
"Shrirampur","78"
"Le Chatellier","101"
"Avezzano","46"
"Maafushi","61"
"Thiers","95"
"Louvres","2032"
"Murano","932"
"Saint-Aubin-sur-Scie","74"
"Danvers","278"
"Klucov","477"
"Snovidky","44"
"Tufi","0"
"Choluteca","0"
"North Chicago","237"
"Middlewich","379"
"Matangi Island","3"
"Kintore","143"
"Charing","111"
"Les Hauts-Geneveys","70"
"Tepatitlan de Morelos","1"
"Junas","243"
"Vieille-Brioude","0"
"Pinzano al Tagliamento","53"
"Mollington","0"
"Stoke Poges","1203"
"Acacias","14"
"Mont-Saint-Aignan","0"
"Sant Cugat del Valles","801"
"Carara","94"
"Glauchau","54"
"Tanus","55"
"Woodhaven","0"
"Duchesne","2"
"La Grange Park","529"
"Yonge-Eglinton","0"
"Piadena","272"
"Lynn Haven","123"
"Kanawha City","0"
"19th Arrondissement","0"
"Paderno Dugnano","777"
"Magnitogorsk","0"
"Idaho Falls","27"
"Satna","0"
"Old Town Benidorm","0"
"Monnetier-Mornex","195"
"Astana","19"
"Orasac","165"
"Arab Quarter","22"
"Sainte-Livrade-sur-Lot","0"
"Lathones","0"
"Monthieux","120"
"Sagada","0"
"Whitehall","0"
"Pottstown","180"
"Kyzyl","0"
"Upland","0"
"Bastutrask","0"
"Mieres","119"
"Saintes-Maries-de-la-Mer","18"
"Jardins","0"
"Halali","0"
"Cabras","36"
"Hortobagy","23"
"Kendal","200"
"Wrightstown","160"
"Huanghua","1"
"Piotta","0"
"Kigali","10"
"San Giorgio","0"
"Liljeholmen","0"
"Wallerawang","35"
"Melsisi","0"
"Bororen","2"
"Fichtenau","65"
"Ottertail","4"
"Komandoo","7"
"Naset","0"
"Minehead","213"
"Marguerittes","312"
"La Reina","0"
"Ferrieres-les-Verreries","0"
"Saleilles","120"
"Ko Pu","165"
"Magione","497"
"Beaumarches","70"
"Yugawara","75"
"Wimbledon","1323"
"Monfalcone","244"
"Ursus","0"
"Cavtat","184"
"Tagaytay","35"
"Gizzeria","127"
"Howick","158"
"Changzhou","0"
"Byron","0"
"Aguadulce","59"
"Chile Chico","0"
"Rantasalmi","6"
"Satow","71"
"Bentleyville","130"
"Kearney","0"
"Gnarabup","26"
"West Los Angeles","84"
"Carate","11"
"Alzenau","310"
"Valencia de Alcantara","15"
"Koolatah","0"
"Creve Coeur","220"
"Urla","105"
"East Louisville","0"
"Paradise Valley","0"
"Patreksfjordur","0"
"Velka Lomnica","103"
"High Level","6"
"Meeker","0"
"Konolfingen","246"
"Prince George","0"
"Symonds Yat","0"
"Buckfastleigh","296"
"Beppu","23"
"Darvel","190"
"Ha Mohale","0"
"Marilia","0"
"Fegersheim","247"
"Hesdigneul-les-Boulogne","465"
"Morris Plains","286"
"Meriden","162"
"Entzheim","220"
"Billum","23"
"Bursins","258"
"West Point Island","0"
"Ban Luang","0"
"Kawabatadori Shopping Street","0"
"Monchique","318"
"Oregon","0"
"Leawood","216"
"Straide","30"
"Matthews","246"
"Trehafod","0"
"Archamps","297"
"Kokomo","21"
"Tetuan","31"
"Yapak","0"
"Boaventura","112"
"Valjevo","5"
"Junee","7"
"Towertown","0"
"Candler","113"
"Zhanjiang","12"
"Klein Brak River","37"
"Olula Del Rio","10"
"Tryon","106"
"Fuipiano Valle Imagna","469"
"Mur-de-Barrez","0"
"Conques","0"
"Faedo","399"
"Daanbantayan","10"
"Kuhmo","1"
"Blue Hills","150"
"Glenfarg","0"
"Ko Kood","14"
"Kalorama","312"
"Yellowknife","7"
"Katwijk Aan Zee","668"
"Port-Cros","184"
"Gulpen","220"
"Milton Damerel","0"
"Historic Core","0"
"Playa del Ingles","166"
"South Hamilton","249"
"Myoko","53"
"Finhaut","343"
"Hyrynsalmi","0"
"Aidone","41"
"Sun Island","0"
"Nyborg","42"
"Rum","378"
"Wairau Valley","103"
"King Cove","0"
"Saint-Hilaire-du-Harcouet","0"
"Costa de los Pinos","367"
"Stamboliyski","1"
"Oberhaslach","197"
"Piriapolis","50"
"Reinstorf","167"
"Carlton North","331"
"Dange-Saint-Romain","0"
"August Town","100"
"Agerskov","35"
"Sainte Genevieve","207"
"Empire","237"
"Carchuna","0"
"North Reading","292"
"Agaete","161"
"Civitella in Val di Chiana","1049"
"Ishioka","18"
"Croachy","157"
"Celanova","15"
"Cape Dorset","0"
"Mont Orford","195"
"Deinste","196"
"Nienhagen","64"
"Moravia","11"
"Strabane","37"
"Ketchum","20"
"Thaxted","0"
"Tanana","0"
"Van Nuys","519"
"Lang Co","0"
"Bystra","152"
"Marcoles","57"
"Raincourt","16"
"Uroa","76"
"Bellview","0"
"Cape Charles","156"
"Valenciennes","144"
"Jaboticatubas","2"
"Tongren","1"
"Hatton Garden","0"
"Vivario","51"
"Loten","4"
"Minster","0"
"Mercus-Garrabet","0"
"Blenheim","0"
"Zirchow","68"
"Fouday","171"
"Valescure","0"
"Freixenet","0"
"Alfarrobeira","0"
"Saint-Planchers","279"
"Beratzhausen","59"
"Voeren","223"
"Rocky Hill","138"
"Ligre","138"
"Taylorville","42"
"La Roche-Posay","57"
"Londolozi","0"
"Puigverd de Lleida","28"
"Axminster","303"
"Binfield","0"
"Barisal","0"
"Or Yehuda","208"
"Benalmadena Costa","0"
"Dobris","484"
"Stuart","0"
"Sao Pedro do Sul","59"
"Breckenridge","238"
"Meloneras","166"
"Blackawton","84"
"Whitesboro","0"
"Aptos","189"
"Plitvicka Jezera","20"
"Pinto","0"
"Voss","5"
"East Peoria","45"
"Zedelgem","284"
"Hellissandur","4"
"Chickasaw","83"
"Perisher Valley","7"
"Clifton","0"
"Thorne","0"
"Westonbirt","0"
"Mansfield","0"
"Salperwick","86"
"Bad Muender am Deister","145"
"Assemini","87"
"Homer","0"
"Aisonville-et-Bernoville","33"
"Bogani Nani Wartabone National Park","55"
"Thornlands","141"
"Alban","37"
"Villeneuve-d'Ascq","0"
"Torrent (Valencia)","176"
"Grimbergen","417"
"Tyringe","17"
"Junin","0"
"West Hollywood","647"
"Nishinari","0"
"Tullow","36"
"Wok Tum","0"
"Mierlo","133"
"Saint-Laurent-de-Cerdans","0"
"Trebechovice pod Orebem","18"
"Rye","0"
"Conway","0"
"Romano Canavese","219"
"Gross Schneen","0"
"Formentera","180"
"Hamersen","198"
"La Cadiere-d'Azur","262"
"Bine el Ouidane","3"
